timestamp,ip,cnt_last_1m,cnt_last_5m,cnt_last_15m,succ_count,fail_count,total_count,fail_rate,event_user,event_result
2025-10-01 00:23:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,1,14,103,7,4,5,0.2002468915864032,bob,failed
2025-10-01 00:24:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,8,4,78,8,1,8,0.5875878090271319,dave,failed
2025-10-01 00:25:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,35,125,1,4,11,0.7871489949198534,dave,success
2025-10-01 00:26:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,9,13,22,9,4,11,0.8896171135507356,dave,failed
2025-10-01 00:27:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,43,137,0,2,5,0.6229299165888488,dave,success
2025-10-01 00:28:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,30,119,6,2,14,0.919835478238367,alice,failed
2025-10-01 00:29:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,15,112,9,3,11,0.960508998043899,dave,success
2025-10-01 00:30:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,43,136,7,4,12,0.2727753491080754,bob,success
2025-10-01 00:31:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,3,106,7,3,11,0.1129894448643051,bob,success
2025-10-01 00:32:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,21,116,2,0,13,0.1983855246640948,charlie,success
2025-10-01 00:33:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,11,25,7,3,4,0.3086925332319816,bob,success
2025-10-01 00:34:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,4,85,7,4,10,0.8967467620325517,dave,success
2025-10-01 00:35:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,0,64,0,1,1,0.7550587633362086,charlie,success
2025-10-01 00:36:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,24,127,8,4,13,0.804537404680175,alice,success
2025-10-01 00:37:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,33,107,1,1,12,0.0160478843802701,dave,success
2025-10-01 00:38:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,13,123,7,3,10,0.2356702586835025,dave,success
2025-10-01 00:39:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,47,129,6,4,12,0.4482918202142616,charlie,failed
2025-10-01 00:40:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,23,92,3,1,2,0.1724347016320924,bob,success
2025-10-01 00:41:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,31,9,4,4,2,0.9467994561074528,alice,failed
2025-10-01 00:42:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,6,113,2,4,1,0.4146517712407258,dave,success
2025-10-01 00:43:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,8,77,9,0,10,0.0728180679824007,charlie,success
2025-10-01 00:44:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,7,73,1,1,7,0.3473235320070368,bob,success
2025-10-01 00:45:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,8,120,5,0,10,0.2584296946483425,alice,success
2025-10-01 00:46:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,7,27,48,4,2,11,0.387384770060049,bob,failed
2025-10-01 00:47:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,3,36,5,0,1,0.4013233262190538,charlie,success
2025-10-01 00:48:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,24,113,1,1,10,0.0259144283359566,dave,success
2025-10-01 00:49:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,26,4,5,0,13,0.2145151374602648,bob,success
2025-10-01 00:50:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,7,135,6,0,13,0.2469168742351623,charlie,success
2025-10-01 00:51:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,1,44,29,3,4,13,0.5555336134259052,alice,success
2025-10-01 00:52:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,47,99,3,2,7,0.2048081272623112,bob,success
2025-10-01 00:53:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,7,36,85,4,2,14,0.6114443212785924,charlie,success
2025-10-01 00:54:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,49,135,2,1,12,0.2843390312740458,alice,success
2025-10-01 00:55:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,19,126,0,0,14,0.4289497468151535,bob,success
2025-10-01 00:56:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,5,2,121,4,1,7,0.9039679237332596,charlie,success
2025-10-01 00:57:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,0,9,116,5,1,6,0.3596995587379764,charlie,success
2025-10-01 00:58:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,39,109,5,4,2,0.660367033590385,bob,success
2025-10-01 00:59:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,14,24,0,2,2,0.2555982453173875,dave,failed
2025-10-01 01:00:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,1,23,70,0,0,12,0.1260342430205001,alice,success
2025-10-01 01:01:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,10,8,1,2,4,0.0475450077461577,charlie,success
2025-10-01 01:02:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,25,127,2,2,3,0.4260265515436306,charlie,success
2025-10-01 01:03:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,27,56,8,2,7,0.6480868926878064,dave,success
2025-10-01 01:04:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,2,3,67,4,4,3,0.5325674873769757,charlie,success
2025-10-01 01:05:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,12,102,2,2,9,0.3651454845546282,alice,success
2025-10-01 01:06:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,14,26,0,0,1,0.885166770034009,bob,success
2025-10-01 01:07:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,11,8,5,2,11,0.6844305119900753,alice,success
2025-10-01 01:08:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,2,65,0,0,11,0.774706917556499,dave,success
2025-10-01 01:09:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,41,77,8,4,8,0.8116242154303462,alice,success
2025-10-01 01:10:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,2,40,5,6,1,9,0.508616143742489,charlie,success
2025-10-01 01:11:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,13,132,4,2,10,0.2059665823205012,bob,failed
2025-10-01 01:12:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,30,135,4,2,11,0.992875699446892,bob,success
2025-10-01 01:13:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,9,30,7,6,0,6,0.5475300305538808,charlie,success
2025-10-01 01:14:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,22,22,3,4,8,0.0377078626285267,bob,success
2025-10-01 01:15:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,43,111,4,3,11,0.9594307315111972,charlie,failed
2025-10-01 01:16:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,44,139,9,4,12,0.0826019186204211,dave,success
2025-10-01 01:17:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,49,62,9,2,12,0.048257791529695,bob,success
2025-10-01 01:18:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,36,114,1,1,5,0.410460956635812,dave,success
2025-10-01 01:19:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,29,34,7,3,9,0.0092154901849842,bob,success
2025-10-01 01:20:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,7,45,138,4,0,10,0.6694660633552861,charlie,success
2025-10-01 01:21:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,2,21,8,0,12,0.6957154973778639,charlie,success
2025-10-01 01:22:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,4,56,9,4,6,0.5239208857149468,charlie,failed
2025-10-01 01:23:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,6,28,8,1,14,0.0418575691152338,charlie,success
2025-10-01 01:24:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,35,54,5,2,5,0.552867830430841,bob,failed
2025-10-01 01:25:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,34,103,3,2,12,0.9843306612940632,alice,success
2025-10-01 01:26:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,9,21,29,9,0,6,0.6917140864739529,alice,success
2025-10-01 01:27:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,6,146,5,4,6,0.9485311738769596,alice,success
2025-10-01 01:28:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,3,60,8,0,11,0.8086142655981741,alice,success
2025-10-01 01:29:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,18,37,1,4,2,0.3432817752568691,charlie,success
2025-10-01 01:30:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,43,45,2,3,2,0.9435525714335944,charlie,failed
2025-10-01 01:31:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,17,142,7,0,9,0.900641540491887,dave,success
2025-10-01 01:32:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,46,17,7,4,12,0.8882171377840804,alice,failed
2025-10-01 01:33:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,26,86,3,0,2,0.2994574802300409,charlie,success
2025-10-01 01:34:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,17,88,6,1,4,0.7836232054983139,charlie,success
2025-10-01 01:35:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,7,4,14,4,4,5,0.6340620601781602,charlie,success
2025-10-01 01:36:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,31,139,5,1,14,0.7765911740366196,bob,failed
2025-10-01 01:37:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,36,1,0,3,13,0.928056756066174,bob,success
2025-10-01 01:38:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,35,127,5,4,4,0.4832795392670979,bob,success
2025-10-01 01:39:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,35,52,0,2,2,0.8727903812958241,bob,success
2025-10-01 01:40:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,23,32,3,1,13,0.2102255191651869,bob,success
2025-10-01 01:41:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,18,108,5,1,10,0.5149525836928674,alice,success
2025-10-01 01:42:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,1,32,120,3,3,14,0.1441591298044749,dave,failed
2025-10-01 01:43:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,5,18,78,9,0,13,0.220234507328907,alice,success
2025-10-01 01:44:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,40,53,5,2,13,0.0229629529837198,alice,success
2025-10-01 01:45:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,48,18,9,4,6,0.9238586398706328,dave,success
2025-10-01 01:46:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,41,45,8,1,9,0.1401316231559521,dave,success
2025-10-01 01:47:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,23,140,2,2,9,0.5253938807968664,bob,success
2025-10-01 01:48:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,40,62,6,1,6,0.0023752785064874,bob,failed
2025-10-01 01:49:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,17,97,5,3,9,0.4069287801240649,bob,success
2025-10-01 01:50:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,8,106,8,2,10,0.3602364630058426,bob,success
2025-10-01 01:51:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,17,119,5,3,13,0.7990968276514145,charlie,success
2025-10-01 01:52:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,41,10,0,0,14,0.4908053075184427,alice,success
2025-10-01 01:53:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,48,26,1,1,10,0.2335469548939415,bob,success
2025-10-01 01:54:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,43,120,4,0,6,0.364646272459957,charlie,success
2025-10-01 01:55:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,7,100,2,0,6,0.0980687144473867,alice,success
2025-10-01 01:56:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,40,146,9,1,11,0.0420962143893189,bob,failed
2025-10-01 01:57:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,33,13,7,2,1,0.4709322697238761,charlie,success
2025-10-01 01:58:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,14,139,3,4,13,0.3600097272695347,bob,success
2025-10-01 01:59:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,5,89,4,1,3,0.7988269678289334,alice,success
2025-10-01 02:00:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,7,138,4,4,14,0.567644001731387,dave,success
2025-10-01 02:01:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,0,42,2,1,4,0.7179413795417038,charlie,success
2025-10-01 02:02:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,7,44,8,0,4,0.1810706003745625,charlie,success
2025-10-01 02:03:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,13,101,7,4,6,0.39607520879168,alice,failed
2025-10-01 02:04:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,17,97,4,2,12,0.8363680126969192,alice,success
2025-10-01 02:05:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,10,65,1,1,13,0.4486185352857854,dave,success
2025-10-01 02:06:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,49,103,9,2,1,0.2435663313589379,alice,success
2025-10-01 02:07:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,39,104,8,4,7,0.0200820493126361,charlie,success
2025-10-01 02:08:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,26,15,9,1,5,0.167090753927833,alice,success
2025-10-01 02:09:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,9,6,72,4,4,4,0.2258435842733904,alice,success
2025-10-01 02:10:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,36,130,3,0,14,0.5078093157406123,bob,success
2025-10-01 02:11:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,47,41,0,1,1,0.7049099649217362,bob,success
2025-10-01 02:12:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,0,44,57,0,4,1,0.931622829826957,alice,success
2025-10-01 02:13:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,7,9,69,1,0,1,0.3151909993623097,alice,success
2025-10-01 02:14:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,9,37,50,8,0,5,0.4696586476515381,charlie,success
2025-10-01 02:15:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,19,24,8,2,13,0.809144482074424,alice,success
2025-10-01 02:16:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,42,4,1,3,10,0.6945298878101105,charlie,success
2025-10-01 02:17:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,15,2,1,4,13,0.9968803601755314,dave,success
2025-10-01 02:18:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,41,126,3,2,7,0.357190365205862,dave,success
2025-10-01 02:19:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,20,132,9,4,13,0.875878240126285,dave,success
2025-10-01 02:20:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,14,13,6,3,11,0.9862613321340328,bob,success
2025-10-01 02:21:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,39,73,1,0,5,0.8326274483795755,charlie,success
2025-10-01 02:22:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,7,16,23,1,4,10,0.4232623274412282,dave,failed
2025-10-01 02:23:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,8,13,3,4,2,0.2285325350196713,alice,failed
2025-10-01 02:24:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,26,35,6,2,10,0.5774492523941325,alice,success
2025-10-01 02:25:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,45,121,7,3,14,0.8834529960582701,alice,success
2025-10-01 02:26:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,7,143,0,0,12,0.5634800547300501,alice,success
2025-10-01 02:27:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,9,103,7,1,11,0.8361576778424233,bob,success
2025-10-01 02:28:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,44,16,5,2,5,0.2713461576480854,alice,success
2025-10-01 02:29:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,47,120,3,4,12,0.3759450167561027,charlie,success
2025-10-01 02:30:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,34,34,3,0,9,0.0441651083706154,charlie,success
2025-10-01 02:31:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,30,36,1,4,3,0.7211545234170501,dave,failed
2025-10-01 02:32:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,49,73,1,3,10,0.8822412001458017,charlie,success
2025-10-01 02:33:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,45,148,6,1,4,0.7528671118464605,dave,success
2025-10-01 02:34:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,47,107,5,4,10,0.328537457425655,alice,success
2025-10-01 02:35:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,44,106,8,0,14,0.4692482805366379,bob,success
2025-10-01 02:36:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,40,100,7,2,2,0.1074255247360052,dave,success
2025-10-01 02:37:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,17,80,8,3,8,0.0353189564225787,alice,success
2025-10-01 02:38:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,19,139,7,2,3,0.9787805277237936,bob,success
2025-10-01 02:39:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,9,28,2,3,8,0.2649425863461362,dave,success
2025-10-01 02:40:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,34,149,3,4,12,0.560435240105133,bob,success
2025-10-01 02:41:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,19,10,9,0,5,0.4318439107550185,dave,success
2025-10-01 02:42:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,8,42,29,1,4,6,0.8752187765677336,bob,failed
2025-10-01 02:43:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,11,102,9,2,11,0.1319665788435787,bob,success
2025-10-01 02:44:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,9,108,9,2,3,0.9919309888830748,dave,success
2025-10-01 02:45:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,11,13,0,3,13,0.3739789247771204,charlie,success
